dataset	leaf_size	metric	eps	min_samples	nmi
ds850	50	euclidean	0.2	2	0.8530272328923667
2d-30c-no1	50	euclidean	0.2	2	0.6908863301935768
elly2_d3_c2	50	euclidean	0.2	2	0.6384984310910137
cure-t0-500n-3D-7S	50	euclidean	0.2	2	1.0
cure-t1-2000n-2D	50	euclidean	0.2	2	0.9029696147297869
hypercube	50	euclidean	0.2	2	0.997061979430864
4d-10c-no2	50	euclidean	0.2	2	0.004996922100001167
elly1_d3_c35	50	euclidean	0.2	2	0.33781349588199455
4d-10c-no1	50	euclidean	0.2	2	0.010057175316232125
R15	50	euclidean	0.2	2	0.7978807153220805
elly1_d2_c40	50	euclidean	0.2	2	0.050721062327394574
elly2_d4_c15	50	euclidean	0.2	2	0.10321327404280685
elly2_d2_c12	50	euclidean	0.2	2	0.0007925200937664806
cure-t0-500n-3D-6S	50	euclidean	0.2	2	1.0
elly1_d3_c2	50	euclidean	0.2	2	0.7480518447276364
elly2_d3_c20	50	euclidean	0.2	2	0.3768188438664616
elly0_d3_c2	50	euclidean	0.2	2	0.1594423031150179
2d-20c-no1	50	euclidean	0.2	2	0.5438249226838149
2d-7c-no1	50	euclidean	0.2	2	0.46225394395080927
triangle1	50	euclidean	0.2	2	0.39865260903780364
elly0_d3_c25	50	euclidean	0.2	2	0.366403242776569
elly2_d4_c12	50	euclidean	0.2	2	0.12534621133329543
elly-2d10c13s	50	euclidean	0.2	2	0.0016633428541383052
3d-7c-no0	50	euclidean	0.2	2	0.026363638706780972
2d-2c-no2	50	euclidean	0.2	2	0.1841188090358464
elly2_d4_c5	50	euclidean	0.2	2	0.03501113014149471
elly0_d4_c30	50	euclidean	0.2	2	0.25249156474428175
elly0_d3_c15	50	euclidean	0.2	2	0.09042542929110323
cure-t1-500n-3D-6S	50	euclidean	0.2	2	0.8603859693333685
2d-5c-no2	50	euclidean	0.2	2	0.24365484391025702
elliptical_10_2	50	euclidean	0.2	2	0.32422062842582117
2sp2glob	50	euclidean	0.2	2	0.580541191212209
cure-t2-500n-4D-2S	50	euclidean	0.2	2	0.7593089616719862
cure-t2-500n-4D-5S	50	euclidean	0.2	2	0.7550638233043456
zoo	50	euclidean	0.2	2	0.46353001579672404
long2	50	euclidean	0.2	2	0.9506742698566414
elly0_d3_c35	50	euclidean	0.2	2	0.34542680197561904
cure-t1-500n-5D-6S	50	euclidean	0.2	2	0.7567084405220101
elly1_d4_c25	50	euclidean	0.2	2	0.47992186499001016
2d-12c-no0	50	euclidean	0.2	2	0.5496680166231765
elly2_d4_c30	50	euclidean	0.2	2	0.44319586130535515
cure-t1-500n-5D-3S	50	euclidean	0.2	2	0.772053803521921
cure-t2-500n-4D-6S	50	euclidean	0.2	2	0.7757691395984987
elly1_d4_c5	50	euclidean	0.2	2	0.44817982140655327
cure-t1-500n-3D-1S	50	euclidean	0.2	2	0.9605363386951655
2d-10c-no2	50	euclidean	0.2	2	0.44085671342235133
tetra	50	euclidean	0.2	2	0.31474397063891835
cassini	50	euclidean	0.2	2	1.0
cure-t1-500n-5D-4S	50	euclidean	0.2	2	0.8013305047535166
2d-30c-no0	50	euclidean	0.2	2	0.6816403625986663
square4	50	euclidean	0.2	2	0.2696062348886118
elly0_d3_c30	50	euclidean	0.2	2	0.29375761007861045
4d-30c-no0	50	euclidean	0.2	2	0.0025570395688039455
impossible	50	euclidean	0.2	2	0.7487957676105895
disk-4500n	50	euclidean	0.2	2	0.16582550940442017
cure-t2-500n-5D-4S	50	euclidean	0.2	2	0.7439568452037548
cure-t2-500n-3D-3S	50	euclidean	0.2	2	0.8321960691630692
cure-t0-500n-3D-4S	50	euclidean	0.2	2	1.0
elly2_d3_c12	50	euclidean	0.2	2	0.14353330013065882
sizes2	50	euclidean	0.2	2	0.2232627841532481
elly1_d4_c40	50	euclidean	0.2	2	0.36961646940139475
cure-t0-2000n-2D	50	euclidean	0.2	2	1.0
elly2_d2_c15	50	euclidean	0.2	2	0.025807983483479575
disk-4000n	50	euclidean	0.2	2	0.12672172082681377
4d-15c-no2	50	euclidean	0.2	2	0.004699563814658189
3d-25c-no1	50	euclidean	0.2	2	0.0705110466767376
3d-7c-no1	50	euclidean	0.2	2	0.022339573262234708
3d-2c-no0	50	euclidean	0.2	2	0.01634353535344067
2d-7c-no2	50	euclidean	0.2	2	0.5020084130070774
3d-25c-no0	50	euclidean	0.2	2	0.08824007790801373
3d-30c-no1	50	euclidean	0.2	2	0.12165955758771538
sizes5	50	euclidean	0.2	2	0.14481697258802392
cure-t2-500n-4D-4S	50	euclidean	0.2	2	0.7676639707326378
elly0_d4_c12	50	euclidean	0.2	2	0.25977727287351166
3d-20c-no1	50	euclidean	0.2	2	0.08708613606682593
elly2_d3_c7	50	euclidean	0.2	2	0.19233458651130828
zelnik4	50	euclidean	0.2	2	1.0
cure-t2-500n-2D-1S	50	euclidean	0.2	2	0.7000376819912799
elly2_d3_c10	50	euclidean	0.2	2	0.13710218678385552
elly2_d2_c35	50	euclidean	0.2	2	0.04289528867536318
square3	50	euclidean	0.2	2	0.27528151573447546
3d-40c-no1	50	euclidean	0.2	2	0.14735400516539124
elly2_d2_c17	50	euclidean	0.2	2	0.0008717949311056415
elly1_d3_c12	50	euclidean	0.2	2	0.13848141695020114
cure-t1-500n-5D-2S	50	euclidean	0.2	2	0.8168287605092376
3d-15c-no1	50	euclidean	0.2	3	0.01642087228585499
elly2_d4_c10	50	euclidean	0.2	3	0.06225033568461642
chainlink	50	euclidean	0.2	3	1.0
elly0_d2_c12	50	euclidean	0.2	3	0.03213339441577555
elly1_d3_c25	50	euclidean	0.2	3	0.22646131796324506
threenorm	50	euclidean	0.2	3	0.1848878393580938
cure-t2-500n-5D-3S	50	euclidean	0.2	3	0.768190269105018
3d-25c-no2	50	euclidean	0.2	3	0.016571047808595623
engytime	50	euclidean	0.2	3	0.034414446707240726
elly2_d3_c30	50	euclidean	0.2	3	0.3713092981922513
elly1_d4_c12	50	euclidean	0.2	3	0.09641549018917878
cure-t0-500n-5D-5S	50	euclidean	0.2	3	1.0
disk-5000n	50	euclidean	0.2	3	0.1252905726169425
d31	50	euclidean	0.2	3	0.5567723578081833
elly1_d4_c20	50	euclidean	0.2	3	0.3534724015546011
cure-t2-500n-3D-4S	50	euclidean	0.2	3	0.8406718911394986
elly1_d3_c17	50	euclidean	0.2	3	0.1002454131891833
2d-7c-no0	50	euclidean	0.2	3	0.34220032376300386
cure-t1-500n-4D-1S	50	euclidean	0.2	3	0.7812899864423922
cure-t1-500n-4D-4S	50	euclidean	0.2	3	0.8057161192268989
elly0_d2_c2	50	euclidean	0.2	3	0.028102924256860867
cure-t1-500n-4D-6S	50	euclidean	0.2	3	0.7904338957055647
elly2_d3_c25	50	euclidean	0.2	3	0.38463041998090297
rings	50	euclidean	0.2	3	0.36943708903866795
sizes4	50	euclidean	0.2	3	0.1205136062026646
blobs	50	euclidean	0.2	3	0.5545931391909676
3d-10c-no1	50	euclidean	0.2	3	0.011427088375307108
elly2_d2_c40	50	euclidean	0.2	3	0.03605959154299335
elly0_d4_c10	50	euclidean	0.2	3	0.29822547778869263
2d-4c-no9	50	euclidean	0.2	3	0.3984619652052373
2d-25c-no0	50	euclidean	0.2	3	0.6166704072177871
cure-t0-500n-5D-6S	50	euclidean	0.2	3	1.0
3d-40c-no0	50	euclidean	0.2	3	0.017969347091094344
cure-t2-500n-4D-7S	50	euclidean	0.2	3	0.7705849106636492
cure-t0-500n-4D-5S	50	euclidean	0.2	3	1.0
elly1_d3_c10	50	euclidean	0.2	3	0.14956119651096134
wingnut	50	euclidean	0.2	3	0.9368913029947187
elly2_d4_c7	50	euclidean	0.2	3	0.02546428701547285
cure-t2-500n-4D-1S	50	euclidean	0.2	3	0.785290345558196
hepta	50	euclidean	0.2	3	0.38921910604928206
3d-20c-no2	50	euclidean	0.2	3	0.0041192128074226
elly1_d2_c35	50	euclidean	0.2	3	0.04434180133488339
cure-t2-4k	50	euclidean	0.2	3	0.8653637859837049
elly1_d4_c10	50	euclidean	0.2	3	0.10086069889484696
2d-4c	50	euclidean	0.2	3	0.5157865053154779
elly1_d3_c5	50	euclidean	0.2	3	0.5430599698310262
elly1_d4_c7	50	euclidean	0.2	3	0.14426435505849977
2d-10c	50	euclidean	0.2	3	0.5119751133382929
cure-t0-500n-3D-5S	50	euclidean	0.2	3	1.0
cure-t1-500n-3D-7S	50	euclidean	0.2	3	0.9503655194554571
spiral	50	euclidean	0.2	3	1.0
cure-t0-500n-4D-3S	50	euclidean	0.2	3	1.0
cure-t1-500n-5D-7S	50	euclidean	0.2	3	0.7712515755151396
cure-t1-500n-4D-2S	50	euclidean	0.2	3	0.8229883188662197
ds577	50	euclidean	0.2	3	0.7327443272234607
spiralsquare	50	euclidean	0.2	3	0.791369300094046
elly1_d4_c15	50	euclidean	0.2	3	0.08537969313812076
elly0_d2_c15	50	euclidean	0.2	3	0.023220689480528942
2d-12c-no1	50	euclidean	0.2	3	0.49068451953207826
xor	50	euclidean	0.2	3	0.09909884225586864
cure-t2-500n-5D-6S	50	euclidean	0.2	3	0.7248257934161375
cure-t1-500n-5D-1S	50	euclidean	0.2	3	0.8117970364636654
3d-20c-no0	50	euclidean	0.2	3	0.005507618052421443
elly2_d3_c17	50	euclidean	0.2	3	0.0853997788449263
cure-t2-500n-3D-2S	50	euclidean	0.2	3	0.9034589700306128
cure-t1-500n-4D-7S	50	euclidean	0.2	3	0.8185884565833711
2dnormals	50	euclidean	0.2	3	0.07531772738851886
elly2_d2_c30	50	euclidean	0.2	3	0.06678852979503501
elly2_d4_c17	50	euclidean	0.2	3	0.10283673456979395
elly1_d2_c30	50	euclidean	0.2	3	0.11855403403232809
cure-t0-500n-2D-1S	50	euclidean	0.2	3	1.0
elly1_d3_c15	50	euclidean	0.2	3	0.04483848717987792
disk-4600n	50	euclidean	0.2	3	0.0649935475449894
elly1_d2_c15	50	euclidean	0.2	3	0.005832970520389889
2d-40c-no2	50	euclidean	0.2	3	0.7670136799230257
cure-t2-500n-3D-1S	50	euclidean	0.2	3	0.8173782271958999
2d-12c-no2	50	euclidean	0.2	3	0.42343346800700893
cure-t0-500n-5D-1S	50	euclidean	0.2	3	1.0
elly0_d2_c17	50	euclidean	0.2	3	0.02128061863334347
2d-20c-no0	50	euclidean	0.2	3	0.5896905355840975
cure-t1-500n-2D-1S	50	euclidean	0.2	3	0.9029696147297868
elly1_d3_c20	50	euclidean	0.2	3	0.32555907001362083
elly2_d4_c35	50	euclidean	0.2	3	0.4715835888380242
cure-t2-500n-3D-7S	50	euclidean	0.2	3	0.8576160792074717
3d-40c-no2	50	euclidean	0.2	3	0.041726712999361086
st900	50	euclidean	0.2	3	0.6381624499011338
elly2_d2_c20	50	euclidean	0.2	3	0.09007186115145609
cure-t0-500n-5D-2S	50	euclidean	0.2	3	1.0
elly1_d2_c7	50	euclidean	0.2	3	0.008618240474258633
elly2_d3_c15	50	euclidean	0.2	3	0.09991354545809358
elly1_d4_c17	50	euclidean	0.2	3	0.0754438893489161
elly0_d3_c7	50	euclidean	0.2	3	0.035730587584858496
disk-t0-500n-1s	50	euclidean	0.2	3	0.11274936275252118
elly0_d3_c20	50	euclidean	0.2	3	0.30843270602071776
2d-2c-no1	50	euclidean	0.2	3	0.16434720890132543
elly1_d4_c30	50	euclidean	0.2	3	0.3520010490649041
2d-15c-no1	50	euclidean	0.2	3	0.4837618975441931
cure-t0-500n-3D-2S	50	euclidean	0.2	3	1.0
3d-30c-no0	50	euclidean	0.2	3	0.01762555949382107
elly0_d2_c40	50	euclidean	0.2	3	0.07846924526914202
cure-t2-500n-5D-7S	50	euclidean	0.2	3	0.7591290444452005
elly2_d4_c40	50	euclidean	0.2	3	0.37111087901649736
elly0_d2_c7	50	euclidean	0.2	3	0.06538114980882022
2d-3c-no123	50	euclidean	0.2	3	0.04142189696213583
cure-t2-500n-5D-5S	50	euclidean	0.2	3	0.7621884994392645
2d-10c-no0	50	euclidean	0.2	3	0.5022638867243359
disk-3000n	50	euclidean	0.2	3	0.18495005115612626
2d-5c-no0	50	euclidean	0.2	3	0.2535973224467127
elly0_d4_c5	50	euclidean	0.2	3	0.7199367108101091
elly0_d3_c10	50	euclidean	0.2	3	0.03180606368900137
cure-t2-500n-5D-1S	50	euclidean	0.2	3	0.7411146454729933
iono	50	euclidean	0.2	3	0.03508361708430288
twenty	50	euclidean	0.2	3	0.5883042406174362
cure-t1-500n-4D-5S	50	euclidean	0.2	3	0.8022145187037755
2d-4c-no4	50	euclidean	0.2	3	0.4276216092148103
elly0_d4_c2	50	euclidean	0.2	3	0.46700911693151514
cure-t0-500n-3D-1S	50	euclidean	0.2	3	1.0
iris	50	euclidean	0.2	3	0.2791320674807215
2d-40c-no0	50	euclidean	0.2	3	0.7273176104489856
cure-t0-500n-4D-2S	50	euclidean	0.2	3	1.0
cure-t1-500n-4D-3S	50	euclidean	0.2	3	0.7660495587867979
zelnik2	50	euclidean	0.2	3	0.04657470464472364
elly1_d4_c2	50	euclidean	0.2	3	0.7152823178684987
elly1_d3_c30	50	euclidean	0.2	3	0.2817651068876413
cure-t0-500n-4D-6S	50	euclidean	0.2	3	1.0
elly0_d4_c20	50	euclidean	0.2	3	0.2741511819965941
sizes3	50	euclidean	0.2	3	0.1372777249365728
2d-40c-no1	50	euclidean	0.2	3	0.7415901799834932
long1	50	euclidean	0.2	3	0.9550893519574956
spherical_5_2	50	euclidean	0.2	3	0.1554345689692083
DS-850	50	euclidean	0.2	3	0.8599378967331968
lsun	50	euclidean	0.2	3	0.7318142908664322
gaussians1	50	euclidean	0.2	3	1.0
cure-t0-500n-3D-3S	50	euclidean	0.2	3	1.0
ecoli	50	euclidean	0.2	3	0.13133682837666946
long3	50	euclidean	0.2	3	0.9573679748743964
2d-20c-no2	50	euclidean	0.2	3	0.5685299952651339
cure-t0-500n-5D-7S	50	euclidean	0.2	3	1.0
cuboids	50	euclidean	0.2	3	1.0
elly1_d3_c40	50	euclidean	0.2	3	0.2660909128599204
elly1_d2_c2	50	euclidean	0.2	3	0.013338302499775481
square1	50	euclidean	0.2	3	0.19332880458877946
elly0_d4_c15	50	euclidean	0.2	3	0.17697757995744143
cure-t1-500n-3D-2S	50	euclidean	0.2	3	0.9460104398168906
haberman	50	euclidean	0.2	3	0.009579443786935241
3MC	50	euclidean	0.2	3	0.41110177616440663
cure-t0-500n-4D-1S	50	euclidean	0.2	3	1.0
elly2_d3_c35	50	euclidean	0.2	3	0.35212324043744536
2d-15c-no0	50	euclidean	0.2	3	0.5251079739171737
elly0_d4_c7	50	euclidean	0.2	3	0.4388509650434671
elly0_d2_c35	50	euclidean	0.2	3	0.12772170804828473
2d-5c-no1	50	euclidean	0.2	3	0.24301517733231892
elly0_d3_c40	50	euclidean	0.2	3	0.23566069881055096
2d-2c-no0	50	euclidean	0.2	3	0.06791605594234365
cure-t1-500n-3D-4S	50	euclidean	0.2	3	0.8705999500471824
tae	50	euclidean	0.2	3	0.03699094396901766
elly0_d4_c25	50	euclidean	0.2	3	0.2884338960031892
cure-t0-500n-4D-7S	50	euclidean	0.2	3	1.0
dense-disk-5000	50	euclidean	0.2	3	0.21268730364918462
elly2_d4_c20	50	euclidean	0.2	3	0.4429376289515923
2d-15c-no2	50	euclidean	0.2	3	0.4935919935247067
elly1_d2_c17	50	euclidean	0.2	3	0.04148531206099597
elly1_d2_c25	50	euclidean	0.2	3	0.08446399889718963
cure-t0-500n-5D-3S	50	euclidean	0.2	3	1.0
cure-t1-500n-3D-5S	50	euclidean	0.2	3	0.9466183733440636
pmf	50	euclidean	0.2	3	0.05980079718354425
elly0_d2_c25	50	euclidean	0.2	3	0.12367675843645441
simplex	50	euclidean	0.2	3	1.0
elly1_d4_c35	50	euclidean	0.2	3	0.41777509120985795
2d-25c-no2	50	euclidean	0.2	3	0.5992861663331306
elly2_d3_c5	50	euclidean	0.2	3	0.5379805555508852
DS-577	50	euclidean	0.2	3	0.7327443272234607
cure-t2-500n-5D-2S	50	euclidean	0.2	3	0.7816591533985533
elly2_d4_c25	50	euclidean	0.2	3	0.41268131468346925
elly1_d3_c7	50	euclidean	0.2	3	0.10620678646006972
target	50	euclidean	0.2	3	0.7687213274715954
fourty	50	euclidean	0.2	3	0.45451922498137504
elly0_d2_c5	50	euclidean	0.2	3	0.1001152765475352
cure-t2-500n-4D-3S	50	euclidean	0.2	3	0.7768837600962638
cure-t1-500n-5D-5S	50	euclidean	0.2	3	0.8052449209029637
2d-10c-no1	50	euclidean	0.2	3	0.23265391032925534
3d-15c-no0	50	euclidean	0.2	3	0.007701028002133349
aml28	50	euclidean	0.2	3	0.1817580207592184
elly1_d2_c10	50	euclidean	0.2	3	0.0059014594364665005
spherical_6_2	50	euclidean	0.2	3	0.2098935213963878
elly0_d2_c30	50	euclidean	0.2	3	0.09644156357991203
cure-t1-500n-3D-3S	50	euclidean	0.2	3	0.9316489336512298
elly0_d2_c20	50	euclidean	0.2	3	0.14176536245031887
elly0_d4_c17	50	euclidean	0.2	3	0.1909514783813711
3-spiral	50	euclidean	0.2	3	0.09506724973399333
disk-1000n	50	euclidean	0.2	3	0.11736662672754077
elly0_d3_c12	50	euclidean	0.2	3	0.02599757821716124
elly0_d4_c40	50	euclidean	0.2	3	0.27718196954979835
elly0_d4_c35	50	euclidean	0.2	3	0.2646262117192769
elly0_d3_c5	50	euclidean	0.2	3	0.04098109492803136
elly0_d3_c17	50	euclidean	0.2	3	0.06597626257641509
triangle2	50	euclidean	0.2	3	0.14436401468136423
shapes	50	euclidean	0.2	3	0.9587499480346955
cure-t0-500n-5D-4S	50	euclidean	0.2	3	1.0
elly1_d2_c12	50	euclidean	0.2	3	0.003825950691503551
elly2_d2_c25	50	euclidean	0.2	3	0.10847698801506082
xclara	50	euclidean	0.2	3	0.015891593614012316
sizes1	50	euclidean	0.2	3	0.19237241377282213
square5	50	euclidean	0.2	3	0.19164398709495895
2d-25c-no1	50	euclidean	0.2	3	0.6560744239187748
3d-30c-no2	50	euclidean	0.2	3	0.04407405053677907
cure-t2-500n-3D-5S	50	euclidean	0.2	3	0.8863761624006381
cure-t0-500n-4D-4S	50	euclidean	0.2	3	1.0
elly1_d2_c20	50	euclidean	0.2	3	0.16192710198038973
cure-t2-500n-3D-6S	50	euclidean	0.2	3	0.8206695145153654
elly1_d2_c5	50	euclidean	0.2	3	0.0033124804662426157
square2	50	euclidean	0.2	3	0.19332880458877946
glass	50	euclidean	0.2	3	0.12135684172683595
elly2_d3_c40	50	euclidean	0.2	3	0.28077267605611894
elly0_d2_c10	50	euclidean	0.2	3	0.03798822536363059
dense-disk-3000	50	euclidean	0.2	3	0.14814314369276013
2d-30c-no2	50	euclidean	0.2	3	0.5570424928630158
longsquare	50	euclidean	0.2	3	0.25226850776416354
ds850	50	euclidean	0.2	3	0.8599378967331968
2d-30c-no1	50	euclidean	0.2	3	0.6660878300137199
elly2_d3_c2	50	euclidean	0.2	3	0.7077445810690521
cure-t0-500n-3D-7S	50	euclidean	0.2	3	1.0
cure-t1-2000n-2D	50	euclidean	0.2	3	0.9029696147297869
hypercube	50	euclidean	0.2	3	0.997061979430864
elly1_d3_c35	50	euclidean	0.2	3	0.31141477447473465
R15	50	euclidean	0.2	3	0.7783861526070038
elly1_d2_c40	50	euclidean	0.2	3	0.04739408632030137
elly2_d4_c15	50	euclidean	0.2	3	0.09366327900615429
elly2_d2_c12	50	euclidean	0.2	3	0.0007925200937664806
cure-t0-500n-3D-6S	50	euclidean	0.2	3	1.0
elly1_d3_c2	50	euclidean	0.2	3	0.764245541592384
elly2_d3_c20	50	euclidean	0.2	3	0.3499089904192317
elly0_d3_c2	50	euclidean	0.2	3	0.1678877477621434
2d-20c-no1	50	euclidean	0.2	3	0.4807126856831356
2d-7c-no1	50	euclidean	0.2	3	0.433652264729639
triangle1	50	euclidean	0.2	3	0.3893184573175027
elly0_d3_c25	50	euclidean	0.2	3	0.3293106264838522
elly2_d4_c12	50	euclidean	0.2	3	0.11570027171348549
elly-2d10c13s	50	euclidean	0.2	3	0.0016633428541383052
2d-2c-no2	50	euclidean	0.2	3	0.08576173347565151
elly2_d4_c5	50	euclidean	0.2	3	0.03534730376403531
elly0_d4_c30	50	euclidean	0.2	3	0.22578889601311614
elly0_d3_c15	50	euclidean	0.2	3	0.07006872520719586
cure-t1-500n-3D-6S	50	euclidean	0.2	3	0.8603859693333685
2d-5c-no2	50	euclidean	0.2	3	0.1823490522310679
elliptical_10_2	50	euclidean	0.2	3	0.12778896905471254
2sp2glob	50	euclidean	0.2	3	0.6437078924234719
cure-t2-500n-4D-2S	50	euclidean	0.2	3	0.7794605317714258
cure-t2-500n-4D-5S	50	euclidean	0.2	3	0.783795689115031
zoo	50	euclidean	0.2	3	0.393489746917091
long2	50	euclidean	0.2	3	0.950540412298242
elly0_d3_c35	50	euclidean	0.2	3	0.30930396918183717
cure-t1-500n-5D-6S	50	euclidean	0.2	3	0.7514080410904688
elly1_d4_c25	50	euclidean	0.2	3	0.45678873880174203
2d-12c-no0	50	euclidean	0.2	3	0.5136568123920072
elly2_d4_c30	50	euclidean	0.2	3	0.40652436365221906
cure-t1-500n-5D-3S	50	euclidean	0.2	3	0.7744527076108563
cure-t2-500n-4D-6S	50	euclidean	0.2	3	0.784147053448335
elly1_d4_c5	50	euclidean	0.2	3	0.4600369668643396
cure-t1-500n-3D-1S	50	euclidean	0.2	3	0.9605363386951655
2d-10c-no2	50	euclidean	0.2	3	0.375249139695961
tetra	50	euclidean	0.2	3	0.2200148490685941
cassini	50	euclidean	0.2	3	1.0
cure-t1-500n-5D-4S	50	euclidean	0.2	3	0.8015035786264887
2d-30c-no0	50	euclidean	0.2	3	0.6564709965134627
square4	50	euclidean	0.2	3	0.19032365000454252
elly0_d3_c30	50	euclidean	0.2	3	0.25888514052808825
impossible	50	euclidean	0.2	3	0.7805385167720972
disk-4500n	50	euclidean	0.2	3	0.17124422241271953
cure-t2-500n-5D-4S	50	euclidean	0.2	3	0.7484398203871723
cure-t2-500n-3D-3S	50	euclidean	0.2	3	0.834800479828454
cure-t0-500n-3D-4S	50	euclidean	0.2	3	1.0
elly2_d3_c12	50	euclidean	0.2	3	0.12904883820992719
sizes2	50	euclidean	0.2	3	0.17149349497729363
elly1_d4_c40	50	euclidean	0.2	3	0.34756252983660774
cure-t0-2000n-2D	50	euclidean	0.2	3	1.0
elly2_d2_c15	50	euclidean	0.2	3	0.025532097056080737
disk-4000n	50	euclidean	0.2	3	0.12088163368380433
3d-25c-no1	50	euclidean	0.2	3	0.013709618485420285
2d-7c-no2	50	euclidean	0.2	3	0.47690008304123344
3d-25c-no0	50	euclidean	0.2	3	0.020221205678916828
3d-30c-no1	50	euclidean	0.2	3	0.03618911750606303
sizes5	50	euclidean	0.2	3	0.11258030279456774
cure-t2-500n-4D-4S	50	euclidean	0.2	3	0.784474680193889
elly0_d4_c12	50	euclidean	0.2	3	0.25142865670220216
3d-20c-no1	50	euclidean	0.2	3	0.0199526601620118
elly2_d3_c7	50	euclidean	0.2	3	0.17938738532802312
zelnik4	50	euclidean	0.2	3	1.0
cure-t2-500n-2D-1S	50	euclidean	0.2	3	0.7000376819912799
elly2_d3_c10	50	euclidean	0.2	3	0.12681209767281545
elly2_d2_c35	50	euclidean	0.2	3	0.04070211369646434
square3	50	euclidean	0.2	3	0.19481200452028163
3d-40c-no1	50	euclidean	0.2	3	0.05430386779855718
elly2_d2_c17	50	euclidean	0.2	3	0.0008717949311056415
elly1_d3_c12	50	euclidean	0.2	3	0.13399310011856802
cure-t1-500n-5D-2S	50	euclidean	0.2	3	0.8287492076439246
elly2_d4_c10	50	euclidean	0.2	4	0.06374321683825589
chainlink	50	euclidean	0.2	4	1.0
elly0_d2_c12	50	euclidean	0.2	4	0.03213693851174733
elly1_d3_c25	50	euclidean	0.2	4	0.1977887049895285
threenorm	50	euclidean	0.2	4	0.17655051556440743
cure-t2-500n-5D-3S	50	euclidean	0.2	4	0.7560863685365942
3d-25c-no2	50	euclidean	0.2	4	0.005274011086318045
engytime	50	euclidean	0.2	4	0.02902870666700034
elly2_d3_c30	50	euclidean	0.2	4	0.3571996405830287
elly1_d4_c12	50	euclidean	0.2	4	0.1373118128074117
cure-t0-500n-5D-5S	50	euclidean	0.2	4	1.0
disk-5000n	50	euclidean	0.2	4	0.1128029937800559
d31	50	euclidean	0.2	4	0.4625008535751632
elly1_d4_c20	50	euclidean	0.2	4	0.34336683984897254
cure-t2-500n-3D-4S	50	euclidean	0.2	4	0.8168807633318955
elly1_d3_c17	50	euclidean	0.2	4	0.10226444778548369
2d-7c-no0	50	euclidean	0.2	4	0.275515134437601
cure-t1-500n-4D-1S	50	euclidean	0.2	4	0.789866754208391
cure-t1-500n-4D-4S	50	euclidean	0.2	4	0.8180983129663095
elly0_d2_c2	50	euclidean	0.2	4	0.03494704367470945
cure-t1-500n-4D-6S	50	euclidean	0.2	4	0.7932238066393559
elly2_d3_c25	50	euclidean	0.2	4	0.3582397020205238
rings	50	euclidean	0.2	4	0.35994719820009996
sizes4	50	euclidean	0.2	4	0.08594371514702115
blobs	50	euclidean	0.2	4	0.5077039956630195
elly2_d2_c40	50	euclidean	0.2	4	0.03716105478526544
elly0_d4_c10	50	euclidean	0.2	4	0.2899226454120321
2d-4c-no9	50	euclidean	0.2	4	0.4104310181811263
2d-25c-no0	50	euclidean	0.2	4	0.5717351894102224
cure-t0-500n-5D-6S	50	euclidean	0.2	4	1.0
cure-t2-500n-4D-7S	50	euclidean	0.2	4	0.7760860870728471
cure-t0-500n-4D-5S	50	euclidean	0.2	4	1.0
elly1_d3_c10	50	euclidean	0.2	4	0.14716431350105327
wingnut	50	euclidean	0.2	4	0.8379439178718149
elly2_d4_c7	50	euclidean	0.2	4	0.028130215912277514
cure-t2-500n-4D-1S	50	euclidean	0.2	4	0.7913781071739093
hepta	50	euclidean	0.2	4	0.3580961558117161
elly1_d2_c35	50	euclidean	0.2	4	0.06022786522080196
