dataset	n_clusters	init	max_iter	n_init	algorithm	nmi
square3	5	random	300	10	auto	0.7543945485006857
square4	5	random	300	10	auto	0.6874752003563701
square5	5	random	300	10	auto	0.5865837993319493
st900	5	random	300	10	auto	0.6529411058011496
tae	5	random	300	10	auto	0.04266700558881517
target	5	random	300	10	auto	0.664275768523009
tetra	5	random	300	10	auto	0.9412403898911762
threenorm	5	random	300	10	auto	0.34007139373490614
thy	5	random	300	10	auto	0.33112638085307244
triangle1	5	random	300	10	auto	0.9370210897606943
triangle2	5	random	300	10	auto	0.8773454773435297
twenty	5	random	300	10	auto	0.680043560856345
twodiamonds	5	random	300	10	auto	0.5684374115936879
wingnut	5	random	300	10	auto	0.46252611570748803
xclara	5	random	300	10	auto	0.8057706538895576
xor	5	random	300	10	auto	0.311374723084023
zelnik1	5	random	300	10	auto	0.38629651728461506
zelnik2	5	random	300	10	auto	0.6109694660282698
zelnik3	5	random	300	10	auto	0.8149123419889445
zelnik4	5	random	300	10	auto	0.9276442613847399
zelnik5	5	random	300	10	auto	0.7804379461424522
zelnik6	5	random	300	10	auto	0.6996269226667445
zoo	5	random	300	10	auto	0.7877406143436221
2d-10c	6	random	300	10	auto	0.8997090509637338
2d-20c-no0	6	random	300	10	auto	0.7381043352654425
2d-3c-no123	6	random	300	10	auto	0.6499798708377158
2d-4c-no4	6	random	300	10	auto	0.8361853184043205
2d-4c-no9	6	random	300	10	auto	0.8222235537931594
2d-4c	6	random	300	10	auto	0.8238416626822076
2dnormals	6	random	300	10	auto	0.3724439956124241
2sp2glob	6	random	300	10	auto	0.6836252207495394
3-spiral	6	random	300	10	auto	0.017960068325444323
3MC	6	random	300	10	auto	0.7172910807217262
aggregation	6	random	300	10	auto	0.8749971645007716
aml28	6	random	300	10	auto	0.6857772196818485
atom	6	random	300	10	auto	0.6272524534336883
balance-scale	6	random	300	10	auto	0.22001276760205724
banana	6	random	300	10	auto	0.44650316550519026
blobs	6	random	300	10	auto	0.6557245331524146
cassini	6	random	300	10	auto	0.7469840060911633
chainlink	6	random	300	10	auto	0.409962290929929
circle	6	random	300	10	auto	0.11599961869953812
complex8	6	random	300	10	auto	0.5975137075496475
complex9	6	random	300	10	auto	0.6515826882874477
compound	6	random	300	10	auto	0.7191864204401726
cuboids	6	random	300	10	auto	0.8728328848113962
cure-t0-2000n-2D	6	random	300	10	auto	0.5356169807681751
cure-t1-2000n-2D	6	random	300	10	auto	0.7496679648644301
cure-t2-4k	6	random	300	10	auto	0.7247943657342557
curves1	6	random	300	10	auto	0.5578921837227806
curves2	6	random	300	10	auto	0.5578921837227806
d31	6	random	300	10	auto	0.6474223057488656
dartboard1	6	random	300	10	auto	0.3563923882051996
dartboard2	6	random	300	10	auto	0.4806711756813951
dense-disk-3000	6	random	300	10	auto	0.04772189806654753
dense-disk-5000	6	random	300	10	auto	0.04934999944571994
diamond9	6	random	300	10	auto	0.7840319095869369
disk-1000n	6	random	300	10	auto	0.2357741529533642
disk-3000n	6	random	300	10	auto	0.18324232004294286
disk-4000n	6	random	300	10	auto	0.2614323144931542
disk-4500n	6	random	300	10	auto	0.2165005552438228
disk-4600n	6	random	300	10	auto	0.0011742013727226882
disk-5000n	6	random	300	10	auto	0.0032763408074564866
donut1	6	random	300	10	auto	0.6327241394856414
donut2	6	random	300	10	auto	0.37134457883175354
donut3	6	random	300	10	auto	0.6731518157245233
donutcurves	6	random	300	10	auto	0.6824056434512941
dpb	6	random	300	10	auto	0.833218615473313
dpc	6	random	300	10	auto	0.8866689696033716
DS-577	6	random	300	10	auto	0.7426167393314174
DS-850	6	random	300	10	auto	0.8797132370828658
ds2c2sc13	6	random	300	10	auto	0.7486251534093668
ds3c3sc6	6	random	300	10	auto	0.6147260447864931
ds4c2sc8	6	random	300	10	auto	0.7059064922301367
ds577	6	random	300	10	auto	0.748613900970751
ds850	6	random	300	10	auto	0.8682427085501851
ecoli	6	random	300	10	auto	0.6285389232018073
elliptical_10_2	6	random	300	10	auto	0.8344595743624018
elly-2d10c13s	6	random	300	10	auto	0.5641617970599799
engytime	6	random	300	10	auto	0.44539053001025586
flame	6	random	300	10	auto	0.4670977724773306
fourty	6	random	300	10	auto	0.6325120924279878
gaussians1	6	random	300	10	auto	0.5662952661723129
glass	6	random	300	10	auto	0.42646327220844904
haberman	6	random	300	10	auto	0.03978545095188454
heart-statlog	6	random	300	10	auto	0.0642749549268779
hepta	6	random	300	10	auto	0.945086666842351
hypercube	6	random	300	10	auto	0.9090909090909094
impossible	6	random	300	10	auto	0.7068903013085797
iono	6	random	300	10	auto	0.19857431406457987
iris	6	random	300	10	auto	0.7295183652432299
jain	6	random	300	10	auto	0.3889880340078448
long1	6	random	300	10	auto	0.441233024357736
long2	6	random	300	10	auto	0.43402629025668815
long3	6	random	300	10	auto	0.3666918490183124
longsquare	6	random	300	10	auto	0.8660139931044186
lsun	6	random	300	10	auto	0.7437924756805886
pathbased	6	random	300	10	auto	0.5349827909168324
pmf	6	random	300	10	auto	0.7647783614935777
R15	6	random	300	10	auto	0.686122293599551
rings	6	random	300	10	auto	0.3561356350923564
shapes	6	random	300	10	auto	0.889346026050733
simplex	6	random	300	10	auto	0.8891855820994196
sizes1	6	random	300	10	auto	0.7872843335613192
sizes2	6	random	300	10	auto	0.7449087282237536
sizes3	6	random	300	10	auto	0.7044759723563934
sizes4	6	random	300	10	auto	0.6602516445731819
sizes5	6	random	300	10	auto	0.6225357458323583
smile1	6	random	300	10	auto	0.6461951532143935
smile2	6	random	300	10	auto	0.5628841537778166
smile3	6	random	300	10	auto	0.44149920195142583
sonar	6	random	300	10	auto	0.026658044728437264
spherical_4_3	6	random	300	10	auto	0.8889601549602633
spherical_5_2	6	random	300	10	auto	0.8254404131101177
spherical_6_2	6	random	300	10	auto	1.0
spiral	6	random	300	10	auto	0.037910465239582296
spiralsquare	6	random	300	10	auto	0.5740214698941072
square1	6	random	300	10	auto	0.8244859320718858
square2	6	random	300	10	auto	0.7956602812579938
square3	6	random	300	10	auto	0.7240980692864306
square4	6	random	300	10	auto	0.6351687220981777
square5	6	random	300	10	auto	0.5537039866788845
st900	6	random	300	10	auto	0.7059516261054903
tae	6	random	300	10	auto	0.04158253999556002
target	6	random	300	10	auto	0.6360131201874403
tetra	6	random	300	10	auto	0.8816239164821401
threenorm	6	random	300	10	auto	0.32287229367062914
thy	6	random	300	10	auto	0.33628705396421044
triangle1	6	random	300	10	auto	0.8852022285976061
triangle2	6	random	300	10	auto	0.849059105357496
twenty	6	random	300	10	auto	0.7332192343533822
twodiamonds	6	random	300	10	auto	0.5198801927629199
wingnut	6	random	300	10	auto	0.41171211959773074
xclara	6	random	300	10	auto	0.7476567024785952
xor	6	random	300	10	auto	0.3999259192150735
zelnik1	6	random	300	10	auto	0.34809052248939276
zelnik2	6	random	300	10	auto	0.6050980584337499
zelnik3	6	random	300	10	auto	0.7775356068251199
zelnik4	6	random	300	10	auto	0.8969450199263643
zelnik5	6	random	300	10	auto	0.7978796407974905
zelnik6	6	random	300	10	auto	0.7081347552230614
zoo	6	random	300	10	auto	0.7334495490212998
2d-10c	7	random	300	10	auto	0.9317239161728639
2d-20c-no0	7	random	300	10	auto	0.7622525983063313
2d-3c-no123	7	random	300	10	auto	0.6015984957860792
2d-4c-no4	7	random	300	10	auto	0.7905812690372056
2d-4c-no9	7	random	300	10	auto	0.7581057451752423
2d-4c	7	random	300	10	auto	0.7841092254653808
2dnormals	7	random	300	10	auto	0.35029920491343575
2sp2glob	7	random	300	10	auto	0.6482609266351259
3-spiral	7	random	300	10	auto	0.1065289113331903
3MC	7	random	300	10	auto	0.6709338507021271
aggregation	7	random	300	10	auto	0.8767553300072788
aml28	7	random	300	10	auto	0.7369965343456691
atom	7	random	300	10	auto	0.6115264234348539
balance-scale	7	random	300	10	auto	0.20444542120163864
banana	7	random	300	10	auto	0.42157367287017494
blobs	7	random	300	10	auto	0.6268150293102454
cassini	7	random	300	10	auto	0.7075201862704475
chainlink	7	random	300	10	auto	0.4029164803456471
circle	7	random	300	10	auto	0.14895576698738597
complex8	7	random	300	10	auto	0.6008012184739159
complex9	7	random	300	10	auto	0.6713130592768856
compound	7	random	300	10	auto	0.7208336853214002
cuboids	7	random	300	10	auto	0.8204944781240313
cure-t0-2000n-2D	7	random	300	10	auto	0.4985348703419595
cure-t1-2000n-2D	7	random	300	10	auto	0.7379624196833017
cure-t2-4k	7	random	300	10	auto	0.7209325200579914
curves1	7	random	300	10	auto	0.5273829146189206
curves2	7	random	300	10	auto	0.5273668712032744
d31	7	random	300	10	auto	0.6811245804704203
dartboard1	7	random	300	10	auto	0.3415957827478188
dartboard2	7	random	300	10	auto	0.465965847886747
dense-disk-3000	7	random	300	10	auto	0.046256811169854466
dense-disk-5000	7	random	300	10	auto	0.046629875324548424
diamond9	7	random	300	10	auto	0.8343222424643199
disk-1000n	7	random	300	10	auto	0.23256460599601841
disk-3000n	7	random	300	10	auto	0.16334278153699913
disk-4000n	7	random	300	10	auto	0.243313270252528
disk-4500n	7	random	300	10	auto	0.20498835345271876
disk-4600n	7	random	300	10	auto	0.006363278598092856
disk-5000n	7	random	300	10	auto	0.2063401449686981
donut1	7	random	300	10	auto	0.6074595688999835
donut2	7	random	300	10	auto	0.34981056166621777
donut3	7	random	300	10	auto	0.7840702617715606
donutcurves	7	random	300	10	auto	0.7113847154223415
dpb	7	random	300	10	auto	0.795608153305522
dpc	7	random	300	10	auto	0.841192556628047
DS-577	7	random	300	10	auto	0.7167799083564133
DS-850	7	random	300	10	auto	0.8796065175678687
ds2c2sc13	7	random	300	10	auto	0.7297614050790149
ds3c3sc6	7	random	300	10	auto	0.6961214397667658
ds4c2sc8	7	random	300	10	auto	0.7885721838081371
ds577	7	random	300	10	auto	0.7229882132857378
ds850	7	random	300	10	auto	0.8844848528956947
ecoli	7	random	300	10	auto	0.5854293976711518
elliptical_10_2	7	random	300	10	auto	0.8684870183331033
elly-2d10c13s	7	random	300	10	auto	0.5316926705020657
engytime	7	random	300	10	auto	0.42201599145080154
flame	7	random	300	10	auto	0.45381731439396594
fourty	7	random	300	10	auto	0.6782298178617027
gaussians1	7	random	300	10	auto	0.5320666762692061
glass	7	random	300	10	auto	0.4176515251355042
haberman	7	random	300	10	auto	0.03949805477327762
heart-statlog	7	random	300	10	auto	0.060413831444741994
hepta	7	random	300	10	auto	0.9257919057333812
hypercube	7	random	300	10	auto	0.956521739130435
impossible	7	random	300	10	auto	0.7108082723748359
iono	7	random	300	10	auto	0.2089647615541218
iris	7	random	300	10	auto	0.6772218803350573
jain	7	random	300	10	auto	0.37748371159847277
long1	7	random	300	10	auto	0.49396092157752464
long2	7	random	300	10	auto	0.48367074152366635
long3	7	random	300	10	auto	0.34967973545796066
longsquare	7	random	300	10	auto	0.9091385181585305
lsun	7	random	300	10	auto	0.7166039831937215
pathbased	7	random	300	10	auto	0.5910279011790246
pmf	7	random	300	10	auto	0.7193752934255199
R15	7	random	300	10	auto	0.7149332789547809
rings	7	random	300	10	auto	0.35212526467834765
shapes	7	random	300	10	auto	0.8611881399205688
simplex	7	random	300	10	auto	0.8448815828029776
sizes1	7	random	300	10	auto	0.7594196084144433
sizes2	7	random	300	10	auto	0.7003514207251433
sizes3	7	random	300	10	auto	0.659260713241554
sizes4	7	random	300	10	auto	0.6121797331211023
sizes5	7	random	300	10	auto	0.5682452968149826
smile1	7	random	300	10	auto	0.6721856513167094
smile2	7	random	300	10	auto	0.6198004284138041
smile3	7	random	300	10	auto	0.461759031266743
sonar	7	random	300	10	auto	0.1051578889832999
spherical_4_3	7	random	300	10	auto	0.8431737261465869
spherical_5_2	7	random	300	10	auto	0.7828722574170935
spherical_6_2	7	random	300	10	auto	0.9693305279425762
spiral	7	random	300	10	auto	0.03411344604111325
spiralsquare	7	random	300	10	auto	0.6545037384178395
square1	7	random	300	10	auto	0.7725955843709266
square2	7	random	300	10	auto	0.7514035146878545
square3	7	random	300	10	auto	0.6804797657772129
square4	7	random	300	10	auto	0.617078379372451
square5	7	random	300	10	auto	0.5423440011520845
st900	7	random	300	10	auto	0.732648241589978
tae	7	random	300	10	auto	0.04691891367956138
target	7	random	300	10	auto	0.6141036067843555
tetra	7	random	300	10	auto	0.843803825778514
threenorm	7	random	300	10	auto	0.309989814452598
thy	7	random	300	10	auto	0.30834324076340314
triangle1	7	random	300	10	auto	0.8645218088631589
triangle2	7	random	300	10	auto	0.7943839917028881
twenty	7	random	300	10	auto	0.7660815228967338
twodiamonds	7	random	300	10	auto	0.49375799440519885
wingnut	7	random	300	10	auto	0.3775691169254165
xclara	7	random	300	10	auto	0.713809057643994
xor	7	random	300	10	auto	0.5459159494792135
zelnik1	7	random	300	10	auto	0.4698529896103904
zelnik2	7	random	300	10	auto	0.597819394680231
zelnik3	7	random	300	10	auto	0.7510091034850134
zelnik4	7	random	300	10	auto	0.8395881433100665
zelnik5	7	random	300	10	auto	0.8519128227796356
zelnik6	7	random	300	10	auto	0.7238792471055604
zoo	7	random	300	10	auto	0.7813619667133846
2d-10c	8	random	300	10	auto	0.983314140155257
2d-20c-no0	8	random	300	10	auto	0.795152896115772
2d-3c-no123	8	random	300	10	auto	0.6163170594807384
2d-4c-no4	8	random	300	10	auto	0.7510915435690496
2d-4c-no9	8	random	300	10	auto	0.7253734795961865
2d-4c	8	random	300	10	auto	0.7503288726188525
2dnormals	8	random	300	10	auto	0.3213713250793088
2sp2glob	8	random	300	10	auto	0.6162970866475377
3-spiral	8	random	300	10	auto	0.18363262580954712
3MC	8	random	300	10	auto	0.681406448146273
aggregation	8	random	300	10	auto	0.8504247814007232
aml28	8	random	300	10	auto	0.6237005523279737
atom	8	random	300	10	auto	0.5921671320061632
balance-scale	8	random	300	10	auto	0.28138154334760246
banana	8	random	300	10	auto	0.5010681162484987
blobs	8	random	300	10	auto	0.6203815616502864
cassini	8	random	300	10	auto	0.638206840348535
chainlink	8	random	300	10	auto	0.5013312385607746
circle	8	random	300	10	auto	0.1553019436355309
complex8	8	random	300	10	auto	0.5892944845810807
complex9	8	random	300	10	auto	0.6822011050716734
compound	8	random	300	10	auto	0.7153280789428016
cuboids	8	random	300	10	auto	0.7934196273878735
cure-t0-2000n-2D	8	random	300	10	auto	0.47214197676348885
cure-t1-2000n-2D	8	random	300	10	auto	0.7854751675429941
cure-t2-4k	8	random	300	10	auto	0.7697887979016715
curves1	8	random	300	10	auto	0.5000432900485022
curves2	8	random	300	10	auto	0.5000288580906297
d31	8	random	300	10	auto	0.7050105873602351
dartboard1	8	random	300	10	auto	0.3300167768695581
dartboard2	8	random	300	10	auto	0.4542552820721999
dense-disk-3000	8	random	300	10	auto	0.0478176782813721
dense-disk-5000	8	random	300	10	auto	0.04514285428385864
diamond9	8	random	300	10	auto	0.9146996268576387
disk-1000n	8	random	300	10	auto	0.290634071055892
disk-3000n	8	random	300	10	auto	0.15591066956574293
disk-4000n	8	random	300	10	auto	0.22369066628081588
disk-4500n	8	random	300	10	auto	0.19132541166876144
disk-4600n	8	random	300	10	auto	0.14972466400210135
disk-5000n	8	random	300	10	auto	0.1915593219240064
donut1	8	random	300	10	auto	0.5876341115177567
donut2	8	random	300	10	auto	0.3691574466628836
donut3	8	random	300	10	auto	0.7749785399757587
donutcurves	8	random	300	10	auto	0.7055351468439519
dpb	8	random	300	10	auto	0.7871593767197217
dpc	8	random	300	10	auto	0.8255560613720507
DS-577	8	random	300	10	auto	0.6949441480645232
DS-850	8	random	300	10	auto	0.8558971117573769
ds2c2sc13	8	random	300	10	auto	0.7663296011585017
ds3c3sc6	8	random	300	10	auto	0.6878608214458544
ds4c2sc8	8	random	300	10	auto	0.8153528703333812
ds577	8	random	300	10	auto	0.6958076345624791
ds850	8	random	300	10	auto	0.8622774920647459
ecoli	8	random	300	10	auto	0.616125916725127
elliptical_10_2	8	random	300	10	auto	0.8973438666952795
elly-2d10c13s	8	random	300	10	auto	0.538621884911158
engytime	8	random	300	10	auto	0.40731865907368353
flame	8	random	300	10	auto	0.4388476167032437
fourty	8	random	300	10	auto	0.6980257262490736
gaussians1	8	random	300	10	auto	0.5092512967092356
glass	8	random	300	10	auto	0.390096063513913
haberman	8	random	300	10	auto	0.035496494322307046
heart-statlog	8	random	300	10	auto	0.05451567080220465
hepta	8	random	300	10	auto	0.9757215788753325
hypercube	8	random	300	10	auto	0.9362622764551268
impossible	8	random	300	10	auto	0.679238391365902
iono	8	random	300	10	auto	0.21753089441964146
iris	8	random	300	10	auto	0.5993218451446813
jain	8	random	300	10	auto	0.43788366435495835
long1	8	random	300	10	auto	0.46116171203569
long2	8	random	300	10	auto	0.47513647746735055
long3	8	random	300	10	auto	0.34697212372651726
longsquare	8	random	300	10	auto	0.8866317782113045
lsun	8	random	300	10	auto	0.6771585448117106
pathbased	8	random	300	10	auto	0.5535243492386257
pmf	8	random	300	10	auto	0.6917038827209359
R15	8	random	300	10	auto	0.7425078304557063
rings	8	random	300	10	auto	0.3779050202897379
shapes	8	random	300	10	auto	0.8258244906972574
simplex	8	random	300	10	auto	0.8181799293817087
sizes1	8	random	300	10	auto	0.7328058786328946
sizes2	8	random	300	10	auto	0.6797069563552084
sizes3	8	random	300	10	auto	0.6267902942907494
sizes4	8	random	300	10	auto	0.5805476682485364
sizes5	8	random	300	10	auto	0.5345453053773864
smile1	8	random	300	10	auto	0.7133769103831485
smile2	8	random	300	10	auto	0.636549184602651
smile3	8	random	300	10	auto	0.5334950297096029
sonar	8	random	300	10	auto	0.09571881958186196
spherical_4_3	8	random	300	10	auto	0.8187728064593995
spherical_5_2	8	random	300	10	auto	0.7859721420871915
spherical_6_2	8	random	300	10	auto	0.9394626691266005
spiral	8	random	300	10	auto	0.0257433121939712
spiralsquare	8	random	300	10	auto	0.6288061569537685
square1	8	random	300	10	auto	0.7543807764138745
square2	8	random	300	10	auto	0.707859142047106
square3	8	random	300	10	auto	0.6532867263580799
square4	8	random	300	10	auto	0.5919084586840767
square5	8	random	300	10	auto	0.500700918893438
st900	8	random	300	10	auto	0.7991222314920837
tae	8	random	300	10	auto	0.04551746554792382
target	8	random	300	10	auto	0.5340654797940858
tetra	8	random	300	10	auto	0.8007521831758755
threenorm	8	random	300	10	auto	0.29008032628653513
thy	8	random	300	10	auto	0.3249355374577302
triangle1	8	random	300	10	auto	0.8209809879162693
triangle2	8	random	300	10	auto	0.7663613192979861
twenty	8	random	300	10	auto	0.797456655880558
twodiamonds	8	random	300	10	auto	0.5005675043846246
wingnut	8	random	300	10	auto	0.43535396858443487
xclara	8	random	300	10	auto	0.6910636762206018
xor	8	random	300	10	auto	0.6505051787343938
zelnik1	8	random	300	10	auto	0.5470927900443263
